,Address,Price,Beds,Baths,Location,All_Text
2085,859 Fallis Line,"$1,188,900 CAD",4 beds,4 baths,"

Cavan Monaghan
Rural Cavan Monaghan
Fallis Line


(  )
- BTC

","

859 Fallis Line
$1,188,900 CAD
4 baths
4 beds



Cavan Monaghan
Rural Cavan Monaghan
Fallis Line


(  )
- BTC


Elegant 4 Bedroom Home In The Highlands Of Millbrook! This Beautiful 2 Storey Home Boasts, Open Concept Living & Kitchen Area, Built-In Speakers In Living, Gas Fireplace, Spacious Kitchen W/Granite Counters, S/S Appliances, Centre Island & Breakfast Area W/Walk-Out To...


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
2086,475 Lyndhurst Rd,"$399,999 CAD",3 beds,2 baths,"

Leeds & the Thousand Island


(  )
- BTC

","

475 Lyndhurst Rd
$399,999 CAD
2 baths
3 beds



Leeds & the Thousand Island


(  )
- BTC


Great Opportunity For Investor To Own A 2.3 Acre Property With Detach House 2446 Sqft With  3 Bed 2 Bath  Main  Floor 1542 Second Floor 904 Sqft. Detached Shed 302 Sqft  . House Sale As Is. Looking For Immediate Closing. 


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
2087,87 Edenrock Dr,"$659,888 CAD",2+1 beds,2 baths,"

Hamilton
Stoney Creek
Edenrock Dr


(  )
- BTC

","

87 Edenrock Dr
$659,888 CAD
2 baths
2+1 beds



Hamilton
Stoney Creek
Edenrock Dr


(  )
- BTC


Excellent ""Freehold"" In Prime Newer Complex. Minutes To Lake, Costco & Hwy Access. All Levels Finished. Prestine Condition. Finished Rec Room W/Walkout, Can Be Used As A 3rd Bedroom. Custom Kitchen W/Granite & Stone Backsplash. Upgraded Floors. Walkout Balcony From...


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
2088,2201 Silverbirch Crt,"$999,000 CAD",3 beds,2 baths,"

Burlington
Headon
Silverbirch Crt


(  )
- BTC

","

2201 Silverbirch Crt
$999,000 CAD
2 baths
3 beds



Burlington
Headon
Silverbirch Crt


(  )
- BTC


Oversized, Premium Lot On A Family Friendly Cul-De-Sac In Headon Forest.  This Home Is Awaiting Your Personal Touch. Huge Primary Suite, Two-Full Bathrooms And Two-Walkouts Make This Such A Lovely Home For A Small Family. Tenant Willing To Stay Or Vacate.


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
2089,406 Christina Dr,"$2,288,000 CAD",3 beds,2 baths,"

Oakville
Bronte East
Christina Dr


(  )
- BTC

","

406 Christina Dr
$2,288,000 CAD
2 baths
3 beds



Oakville
Bronte East
Christina Dr


(  )
- BTC


Huge 16,038 Sf Flat Lot In Coveted South West Oakville. Suitable For Building 4651Sf+ Mansion In The Future! Architectural Drawings Completed. Grand Design For A Mansion W 9'-11'-9' Ceilings. Main Floor Offers: 2 Storey Foyer&Family Rm W/Stone Fp; Formal Dining...


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
2090,34 Hollingsworth Circ,"$1,099,000 CAD",3+1 beds,4 baths,"

Brampton
Fletcher's Meadow
Hollingsworth Circ


(  )
- BTC

","

34 Hollingsworth Circ
$1,099,000 CAD
4 baths
3+1 beds



Brampton
Fletcher's Meadow
Hollingsworth Circ


(  )
- BTC


Absolutely Stunning Home In Heart Of Brampton Located In A Family Friendly Neighborhood,Freshly Painted,Porcelin Tiles, Kitchen With Quartz Counter And Backsplash , Seprate Laundery Upstairs, Extended Driway, Fully Renovated.  Close To Community Centre, Schools...


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
2091,79 Latania Blvd,"$2,900,000 CAD",5+2 beds,6 baths,"


Vales of Castlemore North
Latania Blvd


(  )
- BTC

","

79 Latania Blvd
$2,900,000 CAD
6 baths
5+2 beds




Vales of Castlemore North
Latania Blvd


(  )
- BTC


A Rare Find In The Heart Of Castlemore, North East Facing Cottage Style Setting Huge Corner Ravine Lot. 3 Car Garage, Interlock Driveway, 5+2 Bed 6 Bath With 2 Master Bedrooms, Excellent For Joint Family, Approx 4500+2200 Sqft Fully Finished 2 Bed Entertainment Bsmt...


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
2092,320 Ashbury Rd,"$1,490,000 CAD",3+1 beds,2 baths,"


Old Oakville
Ashbury Rd


(  )
- BTC

","

320 Ashbury Rd
$1,490,000 CAD
2 baths
3+1 beds




Old Oakville
Ashbury Rd


(  )
- BTC


Location Location Location, Attention Builder Renovator, Large Mature Lot & 3+1 Bedroom Bungalow, As Is Where Is Condition Existing Fridge, Stove, Washer, And Dryer.


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
2093,6196 County 9 Rd,"$1,075,000 CAD",3 beds,1 baths,"

Clearview
New Lowell
County 9 Rd


(  )
- BTC

","

6196 County 9 Rd
$1,075,000 CAD
1 baths
3 beds



Clearview
New Lowell
County 9 Rd


(  )
- BTC


Absolutely Lovely Property With A Very Spacious Bungalow On It. Approx 2.3 Acres With A Large 18X38 Foot Workshop Which Is Heated Also. This Bungalow Is A Renovators Dream But Also Very Cozy And Very Practical Layout. Large Kitchen And Bedrooms. Treed Lot And Private...


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
2094,12890 Simcoe County Rd 27 Rd,"$1,899,999 CAD",3 beds,2 baths,"

Springwater
Phelpston
Simcoe County Rd 27 Rd


(  )
- BTC

","

12890 Simcoe County Rd 27 Rd
$1,899,999 CAD
2 baths
3 beds



Springwater
Phelpston
Simcoe County Rd 27 Rd


(  )
- BTC


Great Opportunity For Investment/Business. 7 Acres Of Agricultural Zoning With A Frontage Of 2000 Ft Has To Offer Numerous Uses. Beautiful 3 Bedroom Bungalow With 3 Br ,2 Bath With Laundry On Main Floor. Property, Land And Signboard Already Rented Out At 1800/Month...


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
2095,9 Goldeneye Dr,"$1,589,000 CAD",5+1 beds,5 baths,"

East Gwillimbury
Holland Landing
Goldeneye Dr


(  )
- BTC

","

9 Goldeneye Dr
$1,589,000 CAD
5 baths
5+1 beds



East Gwillimbury
Holland Landing
Goldeneye Dr


(  )
- BTC


Stunning Over 4082 Sf 3 Yrs Old From Rosehaven Home!5 Bdrms 4 Baths, 9' On Main & 2nd Fl, Walk-Out Bsmt W/Plenty Of Windows, Library On Main Fl. Tons Of Upgrades: Coffered & Smooth Ceilings In Living/Dining/Family/Master Bdrm, Pot Lighs, Hrwd Fls, Gourmet Kitchen W...


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
2096,60 Pridham Pl,"$1,288,000 CAD",4 beds,4 baths,"

New Tecumseth
Tottenham
Pridham Pl


(  )
- BTC

","

60 Pridham Pl
$1,288,000 CAD
4 baths
4 beds



New Tecumseth
Tottenham
Pridham Pl


(  )
- BTC


Absolutely Stunning! This 4 Bdrm & 4 Wshrm Home Located On A Quiet Family Friendly Street On Premium Lot. This Lovely Home Loaded With Upgrades Like 9 Ft Ceilings, Extended Cabine Kitchen W/Centre Island Breakfast Bar W/Countertop & Open Concept, Freshly Painted...


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
2097,37 Davidson St,"$889,999 CAD",3+1 beds,3 baths,"

Whitby
Williamsburg
Davidson St


(  )
- BTC

","

37 Davidson St
$889,999 CAD
3 baths
3+1 beds



Whitby
Williamsburg
Davidson St


(  )
- BTC


End Unit Home With Thousands Spent On Upgrades. Prime Williamsburg Community In Whitby. Hardwood Floors, Updated Kitchen, Quartz Countertop. Potential Separate Entrance To Basement. 1834 Sq Ft. All Brick, 3+1 Bedroom, Unique Split Level Design With Large Eat In Kitchen...


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
2098,375 Jones Ave,"$1,399,000 CAD",3 beds,4 baths,"

Toronto
Blake-Jones
Jones Ave


(  )
- BTC

","

375 Jones Ave
$1,399,000 CAD
4 baths
3 beds



Toronto
Blake-Jones
Jones Ave


(  )
- BTC


Custom Made Modern Built Home In Beautiful Lights. Hardwood Floors, Open Concept Living And Dinging Room With Electric Fireplace. Over 2500 Sqft Living Area. Custom Kitchen With Quartz Countertop. Entertain Guests In The Gourmet Kitchen 10Ft Main Floor Ceiling, 9Ft...


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
2099,11 Lysander Crt,"$1,399,000 CAD",4+1 beds,4 baths,"


Agincourt North
Lysander Crt


(  )
- BTC

","

11 Lysander Crt
$1,399,000 CAD
4 baths
4+1 beds




Agincourt North
Lysander Crt


(  )
- BTC


Totally Renovated 4 Bdrm House In Quiet Neighbourhood. Roof (2018), Insulation In Attic (2021), Furnace (2019). Upgrade Kitchen, Washrooms & Newer Hardwood Flooring Throughout, Including Staircases. Patio Door (2019), Bsmt Windows (2019), Freshly Painted. Front...


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
2100,5400 Sideline 32 Line,"$2,399,000 CAD",3 beds,2 baths,"

Pickering
Rural Pickering
Sideline 32 Line


(  )
- BTC

","

5400 Sideline 32 Line
$2,399,000 CAD
2 baths
3 beds



Pickering
Rural Pickering
Sideline 32 Line


(  )
- BTC


Custom 3342 Sq. Ft. Sprawling Ranch Bungalow With Attached. 3 Car Garage Built W/Insulated Concrete Forms (Icf) From The Foundation To The Rafters On 12.580 Ac . Stone Exterior, Soaring Ceilings, Lots Of Natural Light, Pot Lights, Formal Living Room, Family Room W...


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
2101,6 Crestlea Cres 6A,"$499,900 CAD",3+1 beds,3 baths,"

Ottawa
Nepean
Crestlea Cres


(  )
- BTC

","

6 Crestlea Cres 6A
$499,900 CAD
3 baths
3+1 beds



Ottawa
Nepean
Crestlea Cres


(  )
- BTC


Location! Location! A Beautiful Bright And Spacious End Unit 3+1 Bedrooms And 3 Full Bathrooms Townhouse In Sought After Location Of Tanglewood. Minutes From Algonquin College, Shopping And Restaurants. Merivale High School With Ib Program In 5 Minutes Drive. Laminate...


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
2102,85 Morrell St 127A,"$489,900 CAD",1 beds,1 baths,"

Brantford


(  )
- BTC

","

85 Morrell St 127A
$489,900 CAD
1 baths
1 beds



Brantford


(  )
- BTC


Beautiful Modern Condo Unit For Sale. This Main Level Unit Has Many Quality Upgrades. Nice Open Concept Main Floor W/ Laundry & Walkout To Back. Large Eat-In Kitchen W/ Stainless Steel Appliances, Quartz Counters, Extended Cabinets & Island. 4Pc Main Bath W/ Quartz...


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
2103,7 Michael Power Pl 704,"$549,000 CAD",1+1 beds,1 baths,"


Islington-City Centre West
Michael Power Pl


(  )
- BTC

","

7 Michael Power Pl 704
$549,000 CAD
1 baths
1+1 beds




Islington-City Centre West
Michael Power Pl


(  )
- BTC


Quality Condominium Built By Pemberton In A Desirable Area Of Etobicoke. Freshly Reno'd Bright, Airy, Sunny, And Spacious Unit W/ Big Open Floor To Ceiling Patio Door. All New Lightings. Den As A Second Bedroom W/ A Closet. All Brand New Stainless Steel Applns And...


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
2104,70 Annie Craig Dr 5206,"$999,800 CAD",2 beds,2 baths,"


Mimico
Annie Craig Dr


(  )
- BTC

","

70 Annie Craig Dr 5206
$999,800 CAD
2 baths
2 beds




Mimico
Annie Craig Dr


(  )
- BTC


"" Assignment Sale"" Vita On The Lake 854 Sq Ft + 195 Balcony, -Built By Mattamy, Bright 2 Bedrooms + 2 Bathrooms. Modern Kitchen With Stainless Steel Appliances. Amenities Include Fitness Room-Yoga Studio & Sauna, Party Room With A Bar , Outdoor Pool, Sun Deck, Bbq Area...


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
2105,800 Lawrence Ave 2121,"$648,000 CAD",1+1 beds,1 baths,"


Yorkdale-Glen Park
Lawrence Ave


(  )
- BTC

","

800 Lawrence Ave 2121
$648,000 CAD
1 baths
1+1 beds




Yorkdale-Glen Park
Lawrence Ave


(  )
- BTC


Stunning Luxury Penthouse Unit! A Breathtaking Unconstrued Scenic  View! 9' Ceiling, Large Balcony, Windows Flr-To-Ceiling, Upgraded Laminate Floor Thr-Out, Ctrl Island Kitch Granite Counter Top, S/S Appliances, Lots Pantries, Under Mount Sink, Big Space To Work/Study...


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
2106,15 Legion Rd 1205,"$652,000 CAD",1+1 beds,1 baths,"



Legion Rd


(  )
- BTC

","

15 Legion Rd 1205
$652,000 CAD
1 baths
1+1 beds





Legion Rd


(  )
- BTC


1+1 Condo Apartment With Balcony, Parking And Locker Imagine Living Here & Enjoying This Unit's Well Laid-Out Floor Plan, Granite Counter Tops W/ Island, Backsplash, Dark Kitchen Cabinets, Stainless Steal  Appliances,  Spacious Master W/ Closet Organizer, Abundant...


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
2107,2908 Highway 7 Rd 3103,"$838,888 CAD",2 beds,2 baths,"

Vaughan
Concord
Highway 7 Rd


(  )
- BTC

","

2908 Highway 7 Rd 3103
$838,888 CAD
2 baths
2 beds



Vaughan
Concord
Highway 7 Rd


(  )
- BTC


Stunning Luxury Contemporary Condo Located In The Heart Of Vaughan! Bright And Sunny Unit With Floor To Ceiling Windows, Open Concept Kitchen/Dining/Living, 9Ft Smooth Ceilings, 8"" Wide Laminate Floors, 6"" Baseboards, 3'6"" Extended Soft Close Kitchen Cabinets, Window...


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
2108,7825 Bayview Ave 802,"$699,800 CAD",2+1 beds,2 baths,"

Markham
Thornhill
Bayview Ave


(  )
- BTC

","

7825 Bayview Ave 802
$699,800 CAD
2 baths
2+1 beds



Markham
Thornhill
Bayview Ave


(  )
- BTC


Prestigious ""Landmark Of Thornhill"". Bright 2 Bdrm Plus Solarium With Eastern Exposure. Large Master With 4Pc Ensuite. Solarium Can Be Used As 3rd Bedrm Or Office. Laminate Flrs, Brand New Carpet, Freshly Painted Walls. Maintenance Includes All Utilities. Great Condo...


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
2109,180 John West Way 217,"$659,900 CAD",1+1 beds,1 baths,"

Aurora
Bayview Wellington
John West Way


(  )
- BTC

","

180 John West Way 217
$659,900 CAD
1 baths
1+1 beds



Aurora
Bayview Wellington
John West Way


(  )
- BTC


Live In One Of Aurora's Premier Condo Developments. Luxurious And Elegant 1 Bedroom + Den. Freshly Painted, Bright & Spacious Unit. Maple Cabinets In Kitchen, Granite Countertops. Ceramic Backsplash. Valance Lighting. Live In Spa-Like Location With O/Door Pool...


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
2110,2152 Lawrence Ave 710,"$634,999 CAD",2 beds,2 baths,"


Wexford-Maryvale
Lawrence Ave


(  )
- BTC

","

2152 Lawrence Ave 710
$634,999 CAD
2 baths
2 beds




Wexford-Maryvale
Lawrence Ave


(  )
- BTC


 


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
2111,11 Falaise Rd A,"$750,000 CAD",3 beds,3 baths,"


West Hill
Falaise Rd


(  )
- BTC

","

11 Falaise Rd A
$750,000 CAD
3 baths
3 beds




West Hill
Falaise Rd


(  )
- BTC


Dont Miss This Amazing Newly Built Spacious Town Home! Comes With 3 Spacious Bedrooms 3 Full Washrooms, One Parking & One Locker. Huge Living Room-W/O To Balcony Overlooking Gorgeous Courtyard. Huge Family Size Kitchen With Stainless Steel Appliances. Large Windows...


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
2112,1055 Bay St 1002,"$799,900 CAD",2 beds,2 baths,"


Bay Street Corridor
Bay St


(  )
- BTC

","

1055 Bay St 1002
$799,900 CAD
2 baths
2 beds




Bay Street Corridor
Bay St


(  )
- BTC


Large Two Bedroom, Approx 911 Sq Feet, Huge Spacious Living Room, Two Bathrms Ensuit 4Pc & A 3Pc. Floor To Ceiling Windows In The Primary & Living Rm(Floorplan Attached).Vacant, Easy To Show. Double (Tandem) Car Parking. One Locker Included. Don't Miss This One! Status...


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
2113,50 Charles St 3607,"$1,269,000 CAD",2+1 beds,2 baths,"


Church-Yonge Corridor
Charles St


(  )
- BTC

","

50 Charles St 3607
$1,269,000 CAD
2 baths
2+1 beds




Church-Yonge Corridor
Charles St


(  )
- BTC


Welcome To Home! Quality Building! Bright And Spacious Unit, Close To 1000 Sq. Ft. Plus A 194 Sq. Ft. Balcony. Floor-To-Ceiling Windows In All Rooms. Featuring A Den Which Can Be Used As Home Office. Open Concept, Modern Kitchen, Built-In Appliances. Eng Hardwood Floor...


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
2114,16 Dallimore Circ 415,"$849,999 CAD",2 beds,2 baths,"


Banbury-Don Mills
Dallimore Circ


(  )
- BTC

","

16 Dallimore Circ 415
$849,999 CAD
2 baths
2 beds




Banbury-Don Mills
Dallimore Circ


(  )
- BTC


With Easy Access To Transit And Just Minutes Away From Shops At Don Mills And Dvp, This Premium South West Facing Corner Suite Is Full Of Natural Sunlight, California Shutters And Blinds, Open Concept Kitchen, Two Owned Parking Spaces, One Large Locker, Large Primary...


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
2115,318 Richmond St 3102,"$539,000 CAD",0 beds,1 baths,"


Waterfront Communities C1
Richmond St


(  )
- BTC

","

318 Richmond St 3102
$539,000 CAD
1 baths
0 beds




Waterfront Communities C1
Richmond St


(  )
- BTC


Bachelor Apartment Ideally Located In Toronto, World Class Entertainment District Well Designed Spacious Picasso Studio. The Heart Entertainment And Financial  District, With The Best View To Both City & Lake, Stainless Steel Appliances, Steps To Union Station. Easy...


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
2116,144 Talisman Blvd,"$1,199,000 CAD",4+1 beds,3 baths,"

Grey Highlands
Rural Grey Highlands
Talisman Blvd


(  )
- BTC

","

144 Talisman Blvd
$1,199,000 CAD
3 baths
4+1 beds



Grey Highlands
Rural Grey Highlands
Talisman Blvd


(  )
- BTC


Highly Sought-After Location In Beaver Valley. Rare 5 Bed Chalet On A Private Well-Treed Lot. Host Friends And Family Or Maximize Profitability Through Short-Term, Seasonal And Long-Term Rentals. On The Main, You'll Find An Open-Concept Dining/Living Room With A Cozy...


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
2117,514 Claude St,"$599,000 CAD",5 beds,3 baths,"

South Bruce Peninsula


(  )
- BTC

","

514 Claude St
$599,000 CAD
3 baths
5 beds



South Bruce Peninsula


(  )
- BTC


Great Investment Opportunity Located In The Heart Of Wairton Triplex In Central Resting On A Large Lot And Three Spacious Units In Great Condition. Solid Building,Aaa Tenants. Offering Future Expansion Or Airbnb Potential. All Units Are Separately Metered For Hydro.2...


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
2118,1047 Bonnie Lake Camp Rd,"$115,000 CAD",2 beds,1 baths,"

Bracebridge


(  )
- BTC

","

1047 Bonnie Lake Camp Rd
$115,000 CAD
1 baths
2 beds



Bracebridge


(  )
- BTC


Pre-Owned 2018 Model Available At Beautiful Bonnie Lake Resort. 1st Bedroom With Queen Bed, Second Bedroom With 2 Bunk Beds With The Ability For One Bunk Bed To Turn Into A Table With Wrap Around Bench To Be Used As A Multi-Purpose Area. Comes With Large Deck And...


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
2119,1047 Bonnie Lake Camp Rd,"$109,900 CAD",3 beds,1 baths,"




(  )
- BTC

","

1047 Bonnie Lake Camp Rd
$109,900 CAD
1 baths
3 beds






(  )
- BTC


Pre-Loved And Well Maintained 2013 Oak Model Available At The Beautiful Bonnie Lake Resort In Muskoka. 3 Bedroom, 1 Bathroom Comes With 5 Year Warranty As Well As Spacious Deck Space With Aluminum Rails And A Gate. Air Conditioning, Appliances, Deck, Fully Furnished...


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
