,Address,Price,Beds,Baths
2316,1223 Northshore Rd,"$399,000 CAD",0 beds,0 baths
2317,12 St Ola Rd,"$766,000 CAD",3 beds,3 baths
2318,30 Larchwood Dr,"$799,000 CAD",3+3 beds,3 baths
2319,209792 Highway 26,"$829,500 CAD",2 beds,1 baths
2320,6 Firelane 6A Lane,"$1,680,000 CAD",3 beds,4 baths
2321,314 Dalhousie St,"$488,800 CAD",5 beds,2 baths
2322,281 Lindsay St,"$749,900 CAD",4 beds,2 baths
2323,1562 Hooton Dr,"$2,400,982 CAD",3 beds,1 baths
2324,1 Tarrison St,"$979,000 CAD",4 beds,3 baths
2325,564 Aberdeen Ave,"$1,185,000 CAD",3 beds,2 baths
2326,38 Catherine St,"$1,980,000 CAD",4+1 beds,5 baths
2327,34 Grand Vista Cres,"$435,000 CAD",2 beds,2 baths
2328,20 Cedarville Dr,"$799,000 CAD",3 beds,4 baths
2329,266 Westforest Tr,"$999,000 CAD",3+2 beds,3 baths
2330,3 Hutton Cres,"$1,700,000 CAD",4 beds,3 baths
2331,613 Woodland Ave,"$2,099,999 CAD",5+2 beds,3 baths
2332,79 Crystalhill Dr,"$2,349,000 CAD",6+2 beds,7 baths
2333,471 Silverstone Dr,"$1,299,000 CAD",4+1 beds,4 baths
2334,44 Minna Tr,"$1,599,000 CAD",4 beds,3 baths
2335,3202 Post Rd,"$2,350,000 CAD",4 beds,4 baths
2336,391 Kipling Ave,"$980,000 CAD",0 beds,0 baths
2337,50 Hillside Dr,"$1,845,000 CAD",4+2 beds,4 baths
2338,43 Main St Caboose,"$45,000 CAD",0 beds,0 baths
2339,7245 Lancaster Ave,"$979,000 CAD",3+1 beds,3 baths
2340,45 Heritage Crt,"$699,900 CAD",3 beds,3 baths
2341,7 Symond Ave,"$1,859,000 CAD",3+2 beds,3 baths
2342,66 Maple St,"$2,895,000 CAD",5 beds,3 baths
2343,988 Mosley St,"$574,900 CAD",3 beds,1 baths
2344,6037 County Rd 10 Rd,"$2,499,000 CAD",4 beds,3 baths
2345,71 Sutcliffe Cres,"$2,680,000 CAD",4+2 beds,5 baths
2346,1165 Glen Kerr Dr,"$999,000 CAD",4 beds,3 baths
2347,18 Ridgepoint Rd,"$2,999,630 CAD",4 beds,5 baths
2348,12 Hare Farm Gate,"$1,199,000 CAD",4+1 beds,5 baths
2349,83 High St,"$988,888 CAD",9+3 beds,5 baths
2350,296 Sussex Ave,"$1,580,000 CAD",3+2 beds,2 baths
2351,305 Woodland Acres Cres,"$5,799,000 CAD",4+2 beds,6 baths
2352,6025 Latimer Rd,"$4,500,000 CAD",5 beds,1 baths
2353,485 Rossland Rd,"$899,991 CAD",3 beds,3 baths
2354,102 Aldred Dr,"$3,299,999 CAD",2+2 beds,4 baths
2355,20 Sandown Ave,"$949,900 CAD",2+1 beds,1 baths
2356,63 Jones Ave,"$2,495,000 CAD",3+1 beds,5 baths
2357,33 Rutledge Ave,"$1,588,000 CAD",3+4 beds,4 baths
2358,26 Frances Cres,"$1,198,000 CAD",3+2 beds,2 baths
2359,5104 Tom Thomson Crt,"$4,250,000 CAD",6+1 beds,5 baths
2360,1259 Ilona Park Rd,"$899,000 CAD",3+1 beds,2 baths
2361,22 Lytton Blvd,"$3,700,000 CAD",5 beds,4 baths
2362,128 King St 1408,"$541,900 CAD",1 beds,1 baths
2363,397 King St 115,"$1,450,000 CAD",2+1 beds,2 baths
2364,3845 Lake Shore Blvd 501,"$649,000 CAD",3 beds,2 baths
2365,349 Rathburn Rd Ph103,"$699,000 CAD",2 beds,2 baths
2366,2287 Lake Shore Blvd 309,"$1,349,900 CAD",2 beds,3 baths
2367,3 Marine Parade Dr 1906,"$390,000 CAD",1+1 beds,1 baths
2368,9 Michael Power Pl 703,"$529,900 CAD",2 beds,1 baths
2369,3525 Brandon Gate Dr 18,"$799,000 CAD",3+1 beds,2 baths
2370,18 Balmoral Dr,"$549,000 CAD",3 beds,2 baths
2371,4645 Jane St 339,"$265,000 CAD",2 beds,1 baths
2372,125 Long Branch Ave 31,"$989,000 CAD",2 beds,3 baths
2373,252 Penetanguishene Rd 10,"$455,000 CAD",0+4 beds,4 baths
2374,1047 Mississaga St 306,"$375,000 CAD",2 beds,1 baths
2375,2908 Highway 7 Rd Th107,"$1,269,999 CAD",3 beds,3 baths
2376,301 Sea Ray Ave C212,"$649,000 CAD",1+1 beds,1 baths
2377,8110 Birchmount Rd 912,"$799,900 CAD",2+1 beds,3 baths
2378,2910 Highway 7 2701,"$749,000 CAD",1+1 beds,2 baths
2379,7 Townsgate Dr 815,"$849,000 CAD",2 beds,2 baths
2380,555 William Graham Dr 328,"$599,900 CAD",1+1 beds,2 baths
2381,3220 Sheppard Ave 208,"$781,880 CAD",2 beds,2 baths
2382,38 Lee Centre Dr Th 128,"$750,000 CAD",2+1 beds,2 baths
2383,100 Harbour St 6910,"$1,690,000 CAD",3 beds,2 baths
2384,75 The Esplanade Way 2403,"$1,599,000 CAD",3 beds,2 baths
2385,88 Davenport Rd 501,"$3,595,000 CAD",2+1 beds,3 baths
2386,75 The Esplanade Way 202,"$1,099,000 CAD",3 beds,2 baths
2387,39 Parliament St 1105,"$489,000 CAD",0 beds,1 baths
2388,180 University Ave 2909,"$2,188,000 CAD",2 beds,3 baths
2389,209 Fort York Blvd 873,"$449,900 CAD",0 beds,1 baths
2390,97 Lawton Blvd 202,"$649,000 CAD",2 beds,2 baths
2391,55 Harbour Sq 1913,"$1,429,000 CAD",2 beds,2 baths
2392,1 Duplex Ave 105,"$649,500 CAD",3 beds,3 baths
2393,15 Northtown Way 628,"$649,900 CAD",2 beds,2 baths
2394,45 Curtis St,"$649,999 CAD",3 beds,3 baths
2395,153 Edger Bonner Ave,"$1,399,999 CAD",4 beds,4 baths
2396,328 Centre St,"$649,990 CAD",3+2 beds,3 baths
2397,126 Forestview Dr,"$949,000 CAD",4 beds,3 baths
2398,11 Blossom Rdge,"$1,099,949 CAD",4+1 beds,3 baths
2399,472 Sherbrooke St,"$399,900 CAD",2+1 beds,2 baths
2400,21 Sackitt Rd,"$629,000 CAD",3 beds,2 baths
2401,9 Crestcombe Rd,"$949,900 CAD",2+1 beds,2 baths
2402,103 Sewells Lane,"$1,299,900 CAD",4 beds,3 baths
2403,33 Edinborough Crt,"$1,300,000 CAD",2+1 beds,3 baths
2404,74 Royal Palm Dr,"$1,099,000 CAD",4 beds,4 baths
2405,1467 Kenmuir Ave,"$1,588,000 CAD",3+1 beds,2 baths
2406,17317 Innis Lake Rd,"$4,995,000 CAD",3+1 beds,5 baths
2407,2033 Lakeshore Rd,"$2,788,888 CAD",3+1 beds,3 baths
2408,11 Riverside Cres,"$6,495,000 CAD",4+1 beds,5 baths
2409,516 Oleary Lane,"$949,900 CAD",0 beds,0 baths
2410,19 Emerald Terr,"$1,549,900 CAD",3+2 beds,3 baths
2411,3067 Ogdens Beach Rd,"$1,829,900 CAD",1+3 beds,4 baths
2412,5472 19th Ave,"$1,788,000 CAD",3+1 beds,2 baths
2413,31 Stacey Cres,"$1,588,000 CAD",4+2 beds,3 baths
2414,276 Carmeron St,"$4,269,000 CAD",3 beds,4 baths
2415,2856 6 Line,"$3,700,000 CAD",4+1 beds,4 baths
2416,170 Tango Cres,"$999,900 CAD",3+1 beds,3 baths
2417,62 Farrell Rd,"$2,550,000 CAD",5+1 beds,6 baths
2418,35 Smallwood Circ,"$1,688,000 CAD",4 beds,4 baths
2419,185 Frederick St,"$699,900 CAD",6 beds,2 baths
2420,113 Jaimie Rd,"$1,388,800 CAD",3+1 beds,4 baths
2421,4 Burbank Circ,"$799,900 CAD",3+1 beds,2 baths
2422,115 Treverton Dr,"$999,000 CAD",3 beds,3 baths
2423,108 Porchester Dr,"$799,900 CAD",3+1 beds,2 baths
2424,875 Finley Ave,"$899,000 CAD",3 beds,2 baths
2425,13 Riverview Dr,"$999,000 CAD",3+1 beds,3 baths
2426,23 Woodfield Rd,"$2,395,000 CAD",3+1 beds,4 baths
2427,308 Lester St #514,"$359,900 CAD",1 beds,1 baths
2428,60 Arkell Rd 95,"$999,900 CAD",3 beds,4 baths
2429,185 Windale Cres 12C,"$339,900 CAD",1 beds,1 baths
2430,39 Annie Craig Dr #407,"$649,900 CAD",1 beds,1 baths
2431,155 Hillcrest Ave 303,"$739,000 CAD",2+1 beds,2 baths
2432,1575 Lakeshore Rd 269,"$1,049,999 CAD",2 beds,2 baths
2433,250 Sunny Meadow Blvd 260,"$875,000 CAD",3+1 beds,3 baths
2434,50 Absolute Ave 1001,"$599,000 CAD",2 beds,2 baths
2435,1183 Dufferin St 108,"$750,000 CAD",1+1 beds,1 baths
2436,830 Lawrence Ave 2107,"$548,800 CAD",1+1 beds,1 baths
2437,80 Absolute Ave 3403,"$899,999 CAD",3+1 beds,2 baths
2438,30 Shore Breeze Dr 5405,"$1,123,888 CAD",2 beds,2 baths
2439,670 Gibney Cres,"$700,000 CAD",3 beds,2 baths
2440,3520 Danforth Ave 512,"$469,900 CAD",1+1 beds,1 baths
2441,30 Meadowglen Pl 1007,"$799,999 CAD",2+1 beds,2 baths
2442,8 Crescent Town Rd 105,"$649,000 CAD",3+2 beds,5 baths
2443,60 South Town Centre Blvd 1615,"$699,000 CAD",2 beds,2 baths
2444,1331 Queen St Th1,"$1,599,000 CAD",3 beds,3 baths
2445,2787 - 2791 Eglinton Ave 401,"$550,000 CAD",1 beds,1 baths
2446,34 Tubman Ave 1104,"$849,000 CAD",2 beds,2 baths
2447,50 Mccaul St Ph12,"$1,299,000 CAD",3 beds,2 baths
2448,70 Distillery Lane 1902,"$999,900 CAD",2 beds,2 baths
2449,38 Forest Manor Rd 217,"$787,888 CAD",2 beds,2 baths
2450,18 William Carson Cres 510,"$1,999,000 CAD",2 beds,3 baths
2451,115 Blue Jays Way 717,"$735,888 CAD",1+1 beds,1 baths
2452,188 Cumberland St 2108,"$828,000 CAD",1+1 beds,1 baths
2453,2 Clairtrell Rd 1106,"$799,900 CAD",2 beds,2 baths
2454,"170 Fort York Blvd P1, 54","$45,000 CAD",0 beds,0 baths
2455,32 Bruyeres Mews Th03,"$1,199,000 CAD",2+1 beds,3 baths
2456,11 Wellesley St 1705,"$1,400,000 CAD",2+1 beds,2 baths
2457,171 East Liberty St 2207,"$868,000 CAD",1+1 beds,1 baths
2458,155 Dalhousie St 736,"$679,000 CAD",1+1 beds,1 baths
2459,88 Maple St,"$379,000 CAD",2 beds,1 baths
2460,171 Millwood Pkwy,"$4,799,000 CAD",5+1 beds,6 baths
2461,73 Brinloor Blvd,"$1,799,000 CAD",3+2 beds,2 baths
2462,47 Craigmore Cres,"$1,588,000 CAD",3+1 beds,3 baths
2463,55 Bamburgh Circ 1209,"$738,888 CAD",3+1 beds,2 baths
2464,60 Holton Ave,"$799,900 CAD",7+1 beds,4 baths
2465,1437 Howe Island Dr,"$133,333 CAD",0 beds,0 baths
2466,75 Ferrie St,"$399,000 CAD",3 beds,0 baths
2467,1736 Gore Rd,"$1,100,000 CAD",3 beds,1 baths
2468,1240 Baldwin Dr,"$1,999,900 CAD",3+1 beds,2 baths
2469,35 Colleyville St,"$1,700,000 CAD",4+2 beds,5 baths
2470,58 Mosley Cres,"$1,299,000 CAD",3+1 beds,4 baths
2471,1740 Line 3 Line,"$1,299,999 CAD",0 beds,0 baths
2472,150 Broomlands Dr,"$1,388,000 CAD",3 beds,3 baths
2473,5 Fairleigh Cres,"$2,099,000 CAD",4+1 beds,3 baths
2474,163 Boullee St,"$599,900 CAD",3+1 beds,2 baths
2475,251 Manitoba St 129,"$949,900 CAD",2 beds,2 baths
2476,640 Sauve St 313,"$690,000 CAD",2 beds,1 baths
2477,4011 Brickstone Mews 4011,"$719,900 CAD",1+1 beds,1 baths
2478,3031 Finch Ave W Ave 2001,"$525,000 CAD",2 beds,1 baths
2479,95 The Queensway Way 7,"$949,900 CAD",3 beds,2 baths
2480,251 Manitoba St 1706,"$699,000 CAD",2 beds,1 baths
2481,1080 Bay St 1009,"$1,060,000 CAD",1+1 beds,1 baths
2482,7 Carlton St 512,"$799,000 CAD",2 beds,2 baths
2483,150 East Liberty St 1813,"$714,900 CAD",1+1 beds,2 baths
2484,197 Yonge St 3603,"$699,600 CAD",1 beds,1 baths
2485,3 Agave Ciruelos Ave,"$698,000 CAD",3 beds,4 baths
2486,38 Anstruther Lake Isl3 Rd,"$1,495,000 CAD",3 beds,2 baths
2487,4744 Park St,"$489,900 CAD",3 beds,1 baths
2488,290 Mountain Rd,"$999,900 CAD",0 beds,0 baths
2489,60 Elm Tree Rd,"$3,200,000 CAD",0 beds,0 baths
2490,35 South St,"$499,900 CAD",1+2 beds,3 baths
2491,74 Mcdougall Rd,"$990,000 CAD",5 beds,3 baths
2492,6077 Corwin Ave,"$1,224,999 CAD",5 beds,6 baths
2493,589376 Grey 19 Rd,"$3,495,000 CAD",4 beds,4 baths
2494,314084 Highway 6,"$628,000 CAD",2 beds,2 baths
2495,125 Craigmore Cres,"$2,600,000 CAD",5 beds,5 baths
2496,103 Whites Falls Rd,"$350,000 CAD",0 beds,0 baths
2497,6 Garnet Ave,"$1,825,000 CAD",5+1 beds,3 baths
2498,19 Terry Dr,"$899,900 CAD",3 beds,2 baths
2499,14 Coolhurst Dr,"$1,289,900 CAD",3+3 beds,2 baths
2500,103 Brant St 9,"$1,699,000 CAD",2 beds,3 baths
2501,520 Durie St,"$2,598,000 CAD",6+1 beds,4 baths
2502,766 Knotty Pine Grve,"$1,899,999 CAD",4+1 beds,5 baths
2503,29 Adamsville Rd,"$2,500,000 CAD",4+1 beds,5 baths
2504,10 Sandcliff Rd,"$699,000 CAD",3 beds,2 baths
2505,9461 Creditview Rd,"$4,250,000 CAD",3 beds,1 baths
2506,54 John Carroll Dr,"$2,399,000 CAD",5+3 beds,6 baths
2507,6692 Highway 93,"$1,250,000 CAD",4 beds,3 baths
2508,1297 Snow Valley Rd,"$1,297,000 CAD",2+1 beds,2 baths
2509,16 Parisian Cres,"$1,369,990 CAD",3+1 beds,4 baths
2510,767 Second Ave,"$324,900 CAD",0 beds,0 baths
2511,77 Girdwood Dr,"$779,000 CAD",3 beds,4 baths
2512,79 23rd St,"$849,999 CAD",4 beds,2 baths
2513,23 Spruceview Pl,"$4,399,000 CAD",4+1 beds,6 baths
2514,6126 10th Sdrd,"$2,288,000 CAD",4+2 beds,5 baths
2515,65 Bradgate Dr,"$2,488,000 CAD",4+5 beds,6 baths
2516,275 Webb Rd,"$8,199,900 CAD",3 beds,4 baths
2517,51 Ampezzo Ave,"$2,288,000 CAD",5+2 beds,5 baths
2518,16 Flatbush Ave,"$4,588,800 CAD",4 beds,6 baths
2519,11 Second St,"$5,280,000 CAD",6+2 beds,5 baths
2520,33 Harding Blvd,"$1,198,000 CAD",0 beds,0 baths
2521,1281 Glenridge Crt,"$1,099,000 CAD",4 beds,4 baths
2522,107 Galloway Rd,"$949,000 CAD",3+2 beds,2 baths
2523,298 Aylesworth Ave,"$1,538,000 CAD",3 beds,4 baths
2524,2290 Cottonwood Circ,"$1,099,000 CAD",4 beds,3 baths
2525,6 Leafield Dr,"$2,680,000 CAD",3+1 beds,3 baths
2526,3745 Harmony Rd,"$3,290,000 CAD",5+2 beds,6 baths
2527,7 Tobruk Cres,"$4,998,000 CAD",4+1 beds,6 baths
2528,586 Huron St,"$2,599,900 CAD",6+2 beds,4 baths
2529,185 Eglinton Ave,"$3,200,000 CAD",4 beds,5 baths
2530,165 Ontario St 1207,"$999,000 CAD",2 beds,2 baths
2531,36 Park Lawn Rd 1010,"$915,000 CAD",2 beds,2 baths
2532,1900 The Collegeway 206,"$1,895,000 CAD",2+1 beds,3 baths
2533,59 Annie Craig Dr 1808,"$549,000 CAD",1 beds,1 baths
2534,70 Annie Craig Dr 2803,"$729,900 CAD",1 beds,2 baths
2535,290 Woodside Dr 17,"$789,900 CAD",2+1 beds,2 baths
2536,85 Church St 12,"$1,498,000 CAD",3+1 beds,4 baths
2537,812 Lansdowne Ave 902,"$599,900 CAD",1+1 beds,1 baths
2538,54 Koda St 212,"$618,000 CAD",2 beds,2 baths
2539,40 William Roe Blvd 403,"$525,900 CAD",2 beds,2 baths
2540,9235 Jane St 304,"$629,900 CAD",1+1 beds,1 baths
2541,7161 Yonge St 1425,"$759,000 CAD",2 beds,2 baths
2542,50 Lynn Williams St 1713,"$399,000 CAD",0 beds,1 baths
2543,5444 Yonge St 407,"$1,295,000 CAD",2 beds,2 baths
2544,1700 Avenue Rd 505,"$2,340,000 CAD",2 beds,3 baths
2545,251 Jarvis St 417,"$645,000 CAD",2 beds,1 baths
2546,25 Lascelles Blvd,"$3,998,500 CAD",3+1 beds,5 baths
2547,30 Ordnance St 1511,"$1,698,880 CAD",2+1 beds,3 baths
2548,300 Bloor St 1112,"$668,000 CAD",1 beds,1 baths
2549,265 Poplar Plains Rd 202,"$1,395,000 CAD",2 beds,2 baths
2550,14 York St 4609,"$620,000 CAD",1+1 beds,1 baths
2551,400 Adelaide St 2102,"$766,800 CAD",1+1 beds,2 baths
2552,782 Lakeshore Rd,"$1,899,000 CAD",5 beds,2 baths
2553,6959 Woodlawn Rd,"$2,399,900 CAD",3 beds,3 baths
2554,9 Grammercy Park,"$709,000 CAD",3 beds,3 baths
2555,220 Gracefield Ave,"$1,888,888 CAD",6+3 beds,4 baths
2556,42 Greenbrook Dr,"$3,199,000 CAD",4+2 beds,6 baths
2557,108 Wimbleton Rd,"$3,198,000 CAD",4 beds,4 baths
2558,6426 Donway Dr,"$2,699,000 CAD",5+2 beds,7 baths
2559,1221 Royal York Rd,"$1,899,000 CAD",3 beds,2 baths
2560,31 Barrie Terr,"$2,790,000 CAD",4+3 beds,5 baths
2561,99 Birch Ave,"$2,988,888 CAD",4+1 beds,5 baths
2562,2872 Mount Albert Rd,"$1,189,000 CAD",2 beds,1 baths
2563,277 Kerrybrook Dr,"$1,780,000 CAD",3+1 beds,2 baths
2564,120 Crimson Forest Dr,"$1,499,900 CAD",3+1 beds,4 baths
2565,65 Empire Dr,"$1,938,000 CAD",4+2 beds,5 baths
2566,9 Old Colony Rd 126,"$1,199,000 CAD",3+1 beds,4 baths
2567,3794 11th Line,"$999,000 CAD",3 beds,2 baths
2568,235 Carrville Rd,"$2,599,000 CAD",4+1 beds,5 baths
2569,78 Ashbury Blvd,"$1,199,000 CAD",4 beds,3 baths
2570,900 Vistula Dr,"$1,599,995 CAD",4 beds,2 baths
2571,218 Owen Blvd,"$3,288,000 CAD",4+1 beds,5 baths
2572,155 George St,"$5,500,000 CAD",0 beds,3 baths
2573,1580 Ernest Ave 303,"$359,900 CAD",3 beds,2 baths
2574,349 Rathburn Rd 2001,"$499,000 CAD",1 beds,1 baths
2575,4699 Glen Erin Dr 1110,"$819,000 CAD",2+1 beds,2 baths
2576,50 Lotherton Ptwy 1114,"$399,000 CAD",3+1 beds,1 baths
2577,200 Manitoba St 118,"$879,000 CAD",2+1 beds,2 baths
2578,101 Subway Cres 512,"$539,000 CAD",2 beds,2 baths
2579,7300 Yonge St 806,"$848,000 CAD",2+1 beds,2 baths
2580,91 Townsgate Dr 601,"$525,000 CAD",2 beds,1 baths
2581,330 Mccowan Rd 1709,"$449,000 CAD",1+1 beds,1 baths
2582,35 Bales Ave 2202,"$629,900 CAD",1 beds,1 baths
2583,18 Beverley St 602,"$1,150,000 CAD",2+1 beds,2 baths
2584,51 York Mills Rd 314,"$1,688,000 CAD",3 beds,3 baths
2585,208 Queens Quay 2501,"$449,000 CAD",0 beds,1 baths
2586,305 Olmstead St,"$600,000 CAD",3+1 beds,2 baths
2587,58 Swanhurst Blvd,"$1,590,000 CAD",3+1 beds,2 baths
2588,966 St Clarens Ave,"$799,000 CAD",3 beds,2 baths
2589,34 Bigelow Rd,"$1,388,000 CAD",4 beds,3 baths
2590,30 David Willson Tr,"$2,599,000 CAD",4 beds,3 baths
2591,40 Athenia Crt,"$799,900 CAD",4 beds,2 baths
2592,283 Snowdon Ave,"$2,998,000 CAD",3 beds,4 baths
2593,30 Shore Breeze Dr 5209,"$599,999 CAD",1+1 beds,1 baths
2594,314 John St 198,"$839,000 CAD",2+1 beds,2 baths
2595,2330 Bridletowne Circ 710,"$749,000 CAD",2 beds,2 baths
2596,1080 Bay St 4202,"$1,509,990 CAD",2 beds,2 baths
2597,150 London St,"$749,900 CAD",3+1 beds,2 baths
2598,14269 Third Line,"$5,900,000 CAD",6 beds,5 baths
2599,57 Lyfytt Cres,"$774,900 CAD",3 beds,3 baths
2600,2267 Major Mackenzie Dr 7,"$1,450,000 CAD",3+1 beds,4 baths
2601,868 Adams Rd,"$699,900 CAD",2+1 beds,1 baths
2602,6323 12th Line,"$2,799,999 CAD",4+2 beds,7 baths
2603,34 Pannahill Rd,"$1,899,000 CAD",3+2 beds,4 baths
2604,11 Purling Pl,"$9,298,000 CAD",5+1 beds,9 baths
2605,23 Dallas Rd,"$2,500,000 CAD",4 beds,5 baths
2606,1032 Davenport Rd,"$1,999,999 CAD",5 beds,3 baths
2607,625 Davenport Rd,"$1,888,888 CAD",4+2 beds,4 baths
2608,2313 Mountain Grove Ave,"$899,900 CAD",3 beds,3 baths
2609,251 Manitoba St 319,"$729,900 CAD",1+1 beds,2 baths
2610,10 Stonehill Crt 307,"$599,000 CAD",3 beds,2 baths
2611,68 Abell St 215,"$549,900 CAD",2 beds,1 baths
2612,399 Spring Garden Ave 515,"$598,000 CAD",1+1 beds,2 baths
2613,12 Scenic Ridge Gate,"$1,300,000 CAD",4 beds,4 baths
2614,42 Louisa St,"$749,000 CAD",3+1 beds,2 baths
2615,115026 27/28 Sdrd,"$2,690,000 CAD",1 beds,2 baths
2616,2493 River Rd,"$349,900 CAD",0 beds,0 baths
2617,254 16th Avenue Cres,"$674,900 CAD",4 beds,2 baths
2618,230 Lake Dalrymple Rd 17,"$249,900 CAD",3 beds,1 baths
2619,1372 Kenmuir Ave,"$3,750,000 CAD",3+2 beds,4 baths
2620,588 Rapids Lane,"$2,599,999 CAD",3 beds,5 baths
2621,184 Rosemount Ave,"$1,350,000 CAD",8 beds,5 baths
2622,1378 No. 2 Sdrd,"$1,750,000 CAD",4+1 beds,2 baths
2623,36 Swennen Dr,"$999,000 CAD",3+2 beds,3 baths
2624,1952 Nottawassaga Conce 6 Rd,"$2,369,420 CAD",0 beds,0 baths
2625,164 York Hill Blvd,"$1,599,000 CAD",4+2 beds,4 baths
2626,6 Menotti Dr,"$2,805,990 CAD",5 beds,6 baths
2627,12 Menotti Dr,"$2,429,990 CAD",4 beds,4 baths
2628,372 Queensville Sdrd,"$2,499,000 CAD",2 beds,1 baths
2629,8 Gemma Crt,"$1,299,500 CAD",4 beds,4 baths
2630,7 Pine River Rd,"$279,900 CAD",2 beds,1 baths
2631,106 Homestead Rd,"$1,388,000 CAD",0 beds,0 baths
2632,59 Regency Sq,"$1,299,999 CAD",3 beds,2 baths
2633,14 St Margarets Dr,"$7,990,000 CAD",6+1 beds,10 baths
2634,73 Hocken Ave,"$1,738,000 CAD",2+1 beds,1 baths
2635,604 Oakwood Ave,"$1,230,000 CAD",2 beds,1 baths
2636,11 Lamport Ave,"$5,900,000 CAD",5 beds,4 baths
2637,26 Nanton Ave,"$3,295,000 CAD",3+1 beds,4 baths
2638,338 Willowdale Ave,"$1,899,000 CAD",3+1 beds,3 baths
2639,120 Carrick Tr 405,"$625,000 CAD",1+1 beds,1 baths
2640,652 Princess St 1006,"$399,990 CAD",0 beds,1 baths
2641,32 Duke St 3013,"$559,990 CAD",1+1 beds,2 baths
2642,2450 Old Bronte Rd 517,"$559,900 CAD",1 beds,1 baths
2643,3043 Finch Ave 2029,"$799,888 CAD",3+1 beds,3 baths
2644,1333 Bloor St 812,"$599,900 CAD",2 beds,2 baths
2645,898 Portage Pkwy 5803,"$788,000 CAD",2 beds,2 baths
2646,700 Harmony Rd 32,"$579,900 CAD",3 beds,3 baths
2647,110 Charles St 609,"$698,000 CAD",1 beds,1 baths
2648,36 Forest Manor Rd 1003,"$799,999 CAD",2 beds,2 baths
2649,49 East Liberty Parking St,"$100,000 CAD",0 beds,0 baths
2650,801 King St 513,"$699,900 CAD",2 beds,2 baths
2651,1700 Avenue Road 301,"$3,060,000 CAD",2+1 beds,3 baths
2652,5 Soudan Ave 2109,"$680,000 CAD",1+1 beds,1 baths
2653,88 Blue Jays Way 4105,"$2,600,000 CAD",2+1 beds,3 baths
2654,55 Stewart St 707,"$1,389,900 CAD",2+1 beds,2 baths
2655,10 Navy Wharf Crt 2010,"$761,500 CAD",1+1 beds,1 baths
2656,458 Richmond St 403,"$599,900 CAD",1 beds,1 baths
2657,388 Yonge St 7507,"$1,639,000 CAD",3 beds,2 baths
2658,251 Jarvis St 2708,"$669,000 CAD",2+1 beds,1 baths
2659,38 Forest Manor Rd 2405,"$745,000 CAD",1+1 beds,2 baths
2660,670 Richmond St 201,"$1,999,000 CAD",3 beds,2 baths
2661,1 St Thomas St 4A,"$3,580,000 CAD",2 beds,3 baths
2662,208 Niagara St 122,"$1,150,000 CAD",2 beds,2 baths
2663,80 John St 1411,"$849,000 CAD",1+1 beds,1 baths
2664,859 Eglinton Ave 601,"$849,900 CAD",1+1 beds,1 baths
2665,251 Jarvis St,"$80,000 CAD",0 beds,0 baths
2666,89 Mcgill St,"$100,000 CAD",0 beds,0 baths
2667,638 Concession 6 Rd,"$1,999,000 CAD",0 beds,0 baths
2668,53263 Winger Rd,"$1,199,000 CAD",3 beds,4 baths
2669,66 Beckett Blvd,"$749,900 CAD",2+1 beds,2 baths
2670,9 Chad Pl,"$968,000 CAD",3+1 beds,3 baths
2671,60 Fifth Ave,"$499,900 CAD",3 beds,2 baths
2672,1372 Rebecca St,"$1,849,900 CAD",4 beds,2 baths
2673,501 Cusick Circ,"$2,190,000 CAD",4+2 beds,4 baths
2674,471 Plains Rd,"$1,599,000 CAD",3+1 beds,3 baths
2675,101 Government Rd,"$3,650,000 CAD",4+1 beds,5 baths
2676,10 Dorking Dr,"$1,199,000 CAD",3+1 beds,3 baths
2677,100 Concession 13,"$2,999,999 CAD",3 beds,4 baths
2678,2 Fairfield Pl,"$4,380,000 CAD",4+3 beds,8 baths
2679,8 Carm Shier Crt,"$2,888,000 CAD",4 beds,4 baths
2680,1081 Cragg Rd,"$2,990,000 CAD",3 beds,1 baths
2681,400 St John St,"$2,499,999 CAD",5+2 beds,4 baths
2682,78 Amelia St,"$2,399,000 CAD",4+1 beds,4 baths
2683,40 Rykert Cres,"$4,289,000 CAD",5 beds,4 baths
2684,256 Major St,"$1,695,000 CAD",6+1 beds,4 baths
2685,348 Greenfield Ave,"$2,580,000 CAD",4+1 beds,5 baths
2686,12 Pembury Ave,"$5,198,000 CAD",4+1 beds,7 baths
2687,68 Dawlish Ave,"$6,495,000 CAD",4+1 beds,6 baths
2688,52 Mallow Rd,"$1,900,000 CAD",3+2 beds,2 baths
2689,28 Hillhurst Blvd,"$2,980,000 CAD",3 beds,3 baths
2690,160 King St 804,"$625,000 CAD",3 beds,2 baths
2691,150 Main St 1107,"$532,000 CAD",1 beds,2 baths
2692,4640 Kimbermount Ave 607,"$619,900 CAD",2+1 beds,2 baths
2693,8501 Bayview Ave 107,"$679,000 CAD",2+1 beds,2 baths
2694,1630 Queen St 218,"$498,800 CAD",1 beds,1 baths
2695,1750 Bayview Ave 308,"$749,000 CAD",2 beds,2 baths
2696,330 Richmond St 1803,"$989,000 CAD",2 beds,2 baths
2697,35 Bastion St 1620,"$689,000 CAD",1 beds,1 baths
2698,1700 Avenue Rd 312,"$2,705,000 CAD",3 beds,3 baths
2699,65 Harbour Sq 3307,"$721,000 CAD",1 beds,1 baths
2700,33 Helendale Ave 2711,"$799,900 CAD",2 beds,2 baths
